loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,grade,sub_grade,fico_score,dti,application_type,loan_status
2000.0,2000.0,36 months,10.65,65.15,,RENT,12000.0,Source Verified,small_business,IL,B,B2,702.0,14.1,Individual,Fully Paid
4000.0,4000.0,36 months,13.49,135.73,4 years,RENT,75000.0,Not Verified,medical,NY,C,C1,677.0,13.41,Individual,Fully Paid
10000.0,10000.0,36 months,7.51,311.11,1 year,RENT,50000.0,Verified,debt_consolidation,CA,A,A3,742.0,27.36,Individual,Fully Paid
14400.0,14400.0,60 months,16.77,356.1,5 years,RENT,73000.0,Verified,debt_consolidation,VA,D,D2,692.0,16.54,Individual,Fully Paid
14000.0,14000.0,60 months,18.64,360.41,1 year,RENT,39996.0,Verified,debt_consolidation,NJ,E,E1,677.0,23.64,Individual,Fully Paid
12000.0,12000.0,36 months,6.62,368.45,2 years,RENT,40800.0,Verified,major_purchase,CA,A,A2,737.0,9.44,Individual,Fully Paid
9600.0,9600.0,36 months,7.9,300.39,4 years,RENT,60000.0,Not Verified,other,CA,A,A4,722.0,20.56,Individual,Fully Paid
18825.0,18825.0,36 months,7.9,589.04,5 years,RENT,42000.0,Not Verified,debt_consolidation,OR,A,A4,727.0,22.74,Individual,Fully Paid
11500.0,11500.0,36 months,6.03,350.01,10+ years,OWN,60000.0,Not Verified,other,CA,A,A1,807.0,7.26,Individual,Fully Paid
5500.0,5500.0,36 months,7.9,172.1,1 year,RENT,25200.0,Source Verified,credit_card,MO,A,A4,727.0,25.48,Individual,Fully Paid
19075.0,19075.0,60 months,13.49,438.82,10+ years,MORTGAGE,82776.0,Verified,debt_consolidation,CA,C,C1,732.0,14.08,Individual,Fully Paid
9000.0,9000.0,36 months,6.03,273.92,8 years,MORTGAGE,77000.0,Not Verified,home_improvement,MN,A,A1,802.0,9.86,Individual,Fully Paid
24000.0,24000.0,60 months,14.65,566.56,10+ years,MORTGAGE,100000.0,Verified,credit_card,NJ,C,C3,732.0,18.85,Individual,Charged Off
1000.0,1000.0,36 months,7.51,31.12,< 1 year,RENT,30000.0,Source Verified,moving,NJ,A,A3,787.0,0.6,Individual,Fully Paid
2400.0,2400.0,36 months,17.58,86.27,10+ years,MORTGAGE,31200.0,Source Verified,medical,VA,D,D4,687.0,6.31,Individual,Charged Off
3500.0,3500.0,36 months,12.69,117.41,10+ years,RENT,47496.0,Verified,credit_card,CA,B,B5,667.0,21.15,Individual,Fully Paid
7000.0,7000.0,36 months,8.9,222.28,< 1 year,RENT,30000.0,Source Verified,credit_card,NJ,A,A5,702.0,18.0,Individual,Fully Paid
3600.0,3600.0,36 months,7.9,112.65,< 1 year,RENT,14400.0,Source Verified,debt_consolidation,FL,A,A4,707.0,10.08,Individual,Fully Paid
5500.0,5500.0,36 months,11.71,181.92,1 year,RENT,18000.0,Source Verified,car,CA,B,B3,697.0,20.43,Individual,Charged Off
20000.0,20000.0,60 months,19.91,528.88,< 1 year,RENT,60000.0,Verified,debt_consolidation,CT,E,E4,697.0,20.04,Individual,Fully Paid
6000.0,6000.0,36 months,7.51,186.67,10+ years,MORTGAGE,57600.0,Not Verified,home_improvement,NJ,A,A3,752.0,2.52,Individual,Fully Paid
30000.0,30000.0,60 months,20.3,799.84,10+ years,OWN,414996.0,Verified,home_improvement,MA,E,E5,692.0,4.72,Individual,Fully Paid
1550.0,1550.0,36 months,15.27,53.94,,RENT,12732.0,Verified,other,CA,C,C4,692.0,8.86,Individual,Charged Off
20000.0,20000.0,60 months,12.69,451.9,5 years,MORTGAGE,42116.0,Verified,other,OK,B,B5,737.0,15.73,Individual,Fully Paid
9600.0,9600.0,36 months,6.62,294.76,< 1 year,MORTGAGE,54000.0,Not Verified,car,MO,A,A2,767.0,22.27,Individual,Fully Paid
30000.0,30000.0,60 months,11.71,662.95,10+ years,MORTGAGE,63000.0,Verified,credit_card,LA,B,B3,752.0,8.04,Individual,Fully Paid
2700.0,2700.0,36 months,14.27,92.64,5 years,MORTGAGE,88500.0,Not Verified,home_improvement,MN,C,C2,677.0,11.32,Individual,Fully Paid
5600.0,5600.0,36 months,12.42,187.13,1 year,MORTGAGE,60000.0,Not Verified,small_business,TX,B,B4,672.0,19.78,Individual,Fully Paid
2500.0,2500.0,36 months,6.03,76.09,,OWN,33000.0,Not Verified,house,MA,A,A1,802.0,15.56,Individual,Fully Paid
8600.0,8600.0,36 months,19.42,317.08,10+ years,MORTGAGE,59774.0,Source Verified,credit_card,WA,E,E3,692.0,5.72,Individual,Fully Paid
7000.0,7000.0,36 months,7.49,217.72,< 1 year,MORTGAGE,120000.0,Verified,credit_card,CA,A,A4,707.0,20.53,Individual,Fully Paid
8000.0,8000.0,36 months,7.51,248.89,2 years,RENT,52500.0,Source Verified,credit_card,CA,A,A3,752.0,4.53,Individual,Fully Paid
18500.0,18500.0,60 months,11.71,408.82,,OWN,36000.0,Source Verified,home_improvement,TX,B,B3,747.0,12.0,Individual,Fully Paid
23850.0,23850.0,60 months,19.03,619.08,10+ years,RENT,48000.0,Verified,debt_consolidation,CT,E,E2,712.0,21.23,Individual,Fully Paid
24000.0,24000.0,60 months,12.42,538.98,10+ years,MORTGAGE,60000.0,Verified,debt_consolidation,TX,B,B4,752.0,27.52,Individual,Fully Paid
2800.0,2800.0,36 months,9.91,90.23,10+ years,OWN,95004.0,Not Verified,debt_consolidation,OH,B,B1,692.0,3.5,Individual,Fully Paid
18000.0,18000.0,36 months,10.65,586.32,3 years,RENT,82500.0,Source Verified,debt_consolidation,NY,B,B2,717.0,8.1,Individual,Charged Off
12000.0,12000.0,60 months,19.42,314.07,6 years,RENT,103000.0,Verified,debt_consolidation,MA,E,E3,662.0,10.57,Individual,Fully Paid
5000.0,5000.0,36 months,7.51,155.56,1 year,RENT,39996.0,Not Verified,other,VA,A,A3,732.0,14.73,Individual,Fully Paid
6600.0,6600.0,36 months,7.51,205.34,10+ years,MORTGAGE,95000.0,Verified,home_improvement,WA,A,A3,722.0,27.74,Individual,Fully Paid
2400.0,2400.0,36 months,9.91,77.34,< 1 year,OWN,19200.0,Source Verified,debt_consolidation,NJ,B,B1,707.0,19.94,Individual,Fully Paid
7000.0,7000.0,36 months,14.27,240.17,3 years,RENT,33198.0,Not Verified,debt_consolidation,NC,C,C2,687.0,4.66,Individual,Charged Off
12500.0,12500.0,36 months,6.03,380.45,5 years,MORTGAGE,65004.0,Not Verified,debt_consolidation,TX,A,A1,747.0,12.48,Individual,Fully Paid
2400.0,2400.0,36 months,8.9,76.21,3 years,MORTGAGE,38769.12,Not Verified,debt_consolidation,AZ,A,A5,707.0,9.19,Individual,Fully Paid
18000.0,18000.0,36 months,7.9,563.23,5 years,MORTGAGE,89204.4,Verified,credit_card,TX,A,A4,727.0,11.1,Individual,Fully Paid
12000.0,12000.0,36 months,16.29,423.61,10+ years,MORTGAGE,300000.0,Verified,debt_consolidation,CA,D,D1,672.0,17.36,Individual,Fully Paid
3000.0,3000.0,36 months,14.65,103.49,2 years,RENT,125000.0,Not Verified,credit_card,NY,C,C3,667.0,18.84,Individual,Fully Paid
1000.0,1000.0,36 months,14.27,34.31,5 years,MORTGAGE,82000.0,Source Verified,medical,MD,C,C2,677.0,12.26,Individual,Fully Paid
4000.0,4000.0,36 months,16.29,141.21,5 years,OWN,36000.0,Source Verified,wedding,LA,D,D1,667.0,20.83,Individual,Fully Paid
3625.0,3625.0,36 months,7.9,113.43,2 years,RENT,54000.0,Source Verified,credit_card,WA,A,A4,712.0,24.6,Individual,Fully Paid
3600.0,3600.0,36 months,11.71,119.08,3 years,RENT,20000.0,Not Verified,small_business,CA,B,B3,712.0,18.48,Individual,Fully Paid
10950.0,10950.0,36 months,7.51,340.67,10+ years,MORTGAGE,48000.0,Verified,debt_consolidation,SC,A,A3,737.0,25.1,Individual,Fully Paid
14400.0,14400.0,60 months,20.3,383.92,,MORTGAGE,54000.0,Verified,credit_card,AZ,E,E5,672.0,13.13,Individual,Charged Off
10000.0,10000.0,36 months,19.03,366.72,< 1 year,RENT,26400.0,Source Verified,debt_consolidation,NJ,E,E2,672.0,7.5,Individual,Fully Paid
24000.0,24000.0,60 months,11.71,530.36,1 year,MORTGAGE,140000.0,Verified,home_improvement,CA,B,B3,742.0,16.71,Individual,Charged Off
5000.0,5000.0,36 months,6.03,152.18,< 1 year,MORTGAGE,48000.0,Not Verified,small_business,GA,A,A1,782.0,4.88,Individual,Fully Paid
1000.0,1000.0,36 months,6.62,30.71,10+ years,OWN,38400.0,Source Verified,debt_consolidation,TX,A,A2,747.0,7.03,Individual,Fully Paid
2500.0,2500.0,36 months,14.27,85.78,< 1 year,OWN,40000.0,Source Verified,small_business,AR,C,C2,687.0,15.84,Individual,Fully Paid
5000.0,5000.0,36 months,7.9,156.46,5 years,RENT,26400.0,Not Verified,small_business,CO,A,A4,737.0,4.41,Individual,Fully Paid
10000.0,10000.0,36 months,12.42,334.16,2 years,RENT,55000.0,Source Verified,wedding,NC,B,B4,687.0,11.91,Individual,Fully Paid
10000.0,10000.0,60 months,10.65,215.69,3 years,RENT,60000.0,Not Verified,debt_consolidation,NV,B,B2,747.0,24.34,Individual,Charged Off
15000.0,15000.0,36 months,15.27,521.97,6 years,RENT,185000.0,Source Verified,small_business,NJ,C,C4,682.0,7.85,Individual,Fully Paid
12000.0,12000.0,60 months,14.27,280.91,6 years,MORTGAGE,72000.0,Not Verified,debt_consolidation,WA,C,C2,697.0,20.63,Individual,Fully Paid
6000.0,6000.0,36 months,7.51,186.67,6 years,MORTGAGE,75000.0,Source Verified,debt_consolidation,MI,A,A3,742.0,8.74,Individual,Fully Paid
9000.0,9000.0,36 months,14.65,310.45,< 1 year,RENT,115000.0,Source Verified,debt_consolidation,CA,C,C3,682.0,1.37,Individual,Charged Off
5000.0,5000.0,36 months,14.65,172.48,3 years,RENT,38400.0,Source Verified,debt_consolidation,NY,C,C3,687.0,17.41,Individual,Fully Paid
25000.0,25000.0,60 months,19.03,648.93,1 year,RENT,50000.0,Verified,debt_consolidation,FL,E,E2,687.0,15.05,Individual,Fully Paid
20000.0,20000.0,60 months,17.27,499.96,2 years,RENT,67500.0,Verified,debt_consolidation,CA,D,D3,707.0,11.84,Individual,Fully Paid
10400.0,10400.0,60 months,21.67,285.29,2 years,MORTGAGE,90000.0,Verified,home_improvement,NY,F,F3,682.0,0.77,Individual,Charged Off
15000.0,15000.0,36 months,12.69,503.18,4 years,RENT,150000.0,Source Verified,other,NY,B,B5,712.0,4.73,Individual,Charged Off
3000.0,3000.0,36 months,6.03,91.31,10+ years,MORTGAGE,42000.0,Not Verified,debt_consolidation,CA,A,A1,772.0,14.26,Individual,Fully Paid
4000.0,4000.0,36 months,6.62,122.82,5 years,MORTGAGE,97000.0,Source Verified,small_business,NY,A,A2,767.0,8.67,Individual,Fully Paid
2000.0,2000.0,36 months,11.71,66.16,2 years,RENT,30000.0,Not Verified,vacation,CA,B,B3,682.0,16.12,Individual,Charged Off
3600.0,3600.0,36 months,7.9,112.65,4 years,RENT,60000.0,Verified,medical,NY,A,A4,732.0,4.4,Individual,Fully Paid
26375.0,26375.0,60 months,10.65,568.87,4 years,OWN,48000.0,Verified,major_purchase,PA,B,B2,782.0,28.32,Individual,Fully Paid
20000.0,20000.0,60 months,17.58,503.32,10+ years,RENT,66397.44,Verified,debt_consolidation,CA,D,D4,687.0,16.36,Individual,Fully Paid
13600.0,13600.0,36 months,6.03,413.93,5 years,RENT,85000.0,Source Verified,debt_consolidation,PA,A,A1,772.0,22.94,Individual,Fully Paid
3000.0,3000.0,36 months,7.9,93.88,10+ years,MORTGAGE,87000.0,Not Verified,other,NY,A,A4,722.0,18.03,Individual,Charged Off
8250.0,8250.0,36 months,7.51,256.67,3 years,MORTGAGE,43000.0,Not Verified,home_improvement,AR,A,A3,757.0,28.05,Individual,Fully Paid
5500.0,5500.0,36 months,13.49,186.62,1 year,MORTGAGE,70000.0,Source Verified,home_improvement,CT,C,C1,727.0,1.34,Individual,Fully Paid
20000.0,20000.0,36 months,9.91,644.5,2 years,RENT,54000.0,Source Verified,debt_consolidation,CA,B,B1,742.0,12.04,Individual,Fully Paid
34475.0,34475.0,60 months,14.27,807.01,10+ years,RENT,73000.0,Verified,other,MN,C,C2,737.0,29.56,Individual,Fully Paid
5000.0,5000.0,36 months,12.69,167.73,5 years,MORTGAGE,100000.0,Source Verified,home_improvement,MI,B,B5,682.0,20.69,Individual,Fully Paid
10075.0,10075.0,60 months,12.42,226.26,< 1 year,OWN,25000.0,Source Verified,small_business,FL,B,B4,722.0,25.87,Individual,Fully Paid
23325.0,23325.0,60 months,17.58,586.99,8 years,MORTGAGE,48800.0,Verified,medical,NC,D,D4,702.0,23.48,Individual,Fully Paid
32000.0,32000.0,60 months,11.71,707.15,10+ years,MORTGAGE,55000.0,Verified,debt_consolidation,VA,B,B3,762.0,23.65,Individual,Fully Paid
14000.0,14000.0,60 months,7.9,283.2,6 years,OWN,60000.0,Not Verified,car,KS,A,A4,777.0,9.04,Individual,Fully Paid
16000.0,16000.0,36 months,13.49,542.89,10+ years,MORTGAGE,122000.0,Verified,debt_consolidation,GA,C,C1,692.0,23.9,Individual,Fully Paid
3600.0,3600.0,36 months,11.71,119.08,2 years,OWN,20988.0,Verified,home_improvement,NM,B,B3,722.0,13.95,Individual,Fully Paid
12000.0,12000.0,36 months,7.9,375.49,9 years,RENT,60000.0,Not Verified,house,CA,A,A4,742.0,4.06,Individual,Fully Paid
6400.0,6400.0,36 months,9.91,206.24,< 1 year,RENT,50000.0,Source Verified,debt_consolidation,WA,B,B1,712.0,19.99,Individual,Fully Paid
8000.0,8000.0,36 months,9.91,257.8,8 years,OWN,35000.0,Verified,debt_consolidation,NY,B,B1,712.0,14.09,Individual,Fully Paid
1000.0,1000.0,36 months,11.71,33.08,1 year,RENT,100000.0,Source Verified,debt_consolidation,CA,B,B3,682.0,3.28,Individual,Fully Paid
35000.0,35000.0,60 months,19.91,925.54,2 years,MORTGAGE,65000.0,Verified,other,CT,E,E4,717.0,14.22,Individual,Fully Paid
10000.0,10000.0,36 months,6.03,304.36,5 years,RENT,36000.0,Verified,wedding,MA,A,A1,757.0,16.37,Individual,Fully Paid
3100.0,3100.0,36 months,7.51,96.45,5 years,MORTGAGE,32000.0,Verified,credit_card,NY,A,A3,742.0,17.55,Individual,Charged Off
1500.0,1500.0,36 months,12.42,50.13,9 years,MORTGAGE,60000.0,Not Verified,other,TX,B,B4,692.0,19.78,Individual,Fully Paid
14000.0,14000.0,60 months,14.27,327.72,10+ years,RENT,65000.0,Verified,debt_consolidation,CA,C,C2,712.0,17.75,Individual,Fully Paid
3400.0,3400.0,36 months,13.49,115.37,< 1 year,RENT,44000.0,Not Verified,debt_consolidation,IL,C,C1,677.0,16.09,Individual,Fully Paid
16000.0,16000.0,36 months,8.9,508.06,,OWN,35000.0,Verified,debt_consolidation,NY,A,A5,767.0,20.33,Individual,Fully Paid
7000.0,7000.0,36 months,7.51,217.78,2 years,RENT,45000.0,Source Verified,medical,CA,A,A3,732.0,7.55,Individual,Fully Paid
35000.0,35000.0,60 months,22.35,973.64,1 year,MORTGAGE,340000.0,Source Verified,credit_card,IL,F,F5,667.0,3.6,Individual,Fully Paid
14400.0,14400.0,60 months,19.03,373.79,6 years,MORTGAGE,160000.0,Source Verified,debt_consolidation,OH,E,E2,672.0,10.88,Individual,Fully Paid
20000.0,20000.0,60 months,19.91,528.88,3 years,MORTGAGE,66000.0,Verified,other,TX,E,E4,672.0,19.65,Individual,Charged Off
12000.0,12000.0,36 months,6.03,365.23,1 year,RENT,85000.0,Not Verified,debt_consolidation,PA,A,A1,752.0,6.79,Individual,Fully Paid
14000.0,14000.0,60 months,14.27,327.72,10+ years,MORTGAGE,82000.0,Not Verified,credit_card,OR,C,C2,707.0,18.37,Individual,Fully Paid
2500.0,2500.0,36 months,11.71,82.69,10+ years,MORTGAGE,48000.0,Not Verified,debt_consolidation,FL,B,B3,702.0,2.4,Individual,Fully Paid
10000.0,10000.0,36 months,6.62,307.04,10+ years,RENT,57600.0,Verified,other,CA,A,A2,747.0,16.38,Individual,Fully Paid
20000.0,20000.0,60 months,12.42,449.15,10+ years,MORTGAGE,110000.0,Verified,home_improvement,CT,B,B4,777.0,5.09,Individual,Fully Paid
4000.0,4000.0,36 months,11.71,132.31,3 years,RENT,77250.0,Source Verified,house,NJ,B,B3,697.0,8.9,Individual,Fully Paid
8000.0,8000.0,36 months,6.03,243.49,10+ years,MORTGAGE,64320.0,Not Verified,car,CA,A,A1,772.0,2.5,Individual,Fully Paid
18400.0,18400.0,36 months,9.91,592.94,3 years,RENT,62500.0,Source Verified,debt_consolidation,TX,B,B1,732.0,13.75,Individual,Fully Paid
17000.0,17000.0,36 months,7.51,528.89,10+ years,MORTGAGE,87000.0,Verified,debt_consolidation,NJ,A,A3,767.0,12.54,Individual,Fully Paid
20000.0,20000.0,36 months,10.65,651.47,5 years,MORTGAGE,130000.0,Verified,credit_card,CA,B,B2,717.0,12.5,Individual,Fully Paid
1200.0,1200.0,36 months,8.9,38.11,10+ years,RENT,85000.0,Not Verified,vacation,NY,A,A5,717.0,9.15,Individual,Fully Paid
4950.0,4950.0,36 months,8.9,157.18,3 years,RENT,15000.0,Source Verified,debt_consolidation,FL,A,A5,717.0,14.96,Individual,Fully Paid
1500.0,1500.0,36 months,10.65,48.86,,MORTGAGE,70632.0,Not Verified,other,GA,B,B2,707.0,10.45,Individual,Fully Paid
3000.0,3000.0,36 months,11.71,99.23,9 years,RENT,60000.0,Not Verified,debt_consolidation,CA,B,B3,692.0,3.18,Individual,Fully Paid
5700.0,5700.0,60 months,18.64,146.74,10+ years,MORTGAGE,107004.0,Source Verified,other,NJ,E,E1,672.0,5.47,Individual,Fully Paid
5000.0,5000.0,36 months,18.25,181.39,3 years,RENT,36000.0,Source Verified,debt_consolidation,WA,D,D5,662.0,15.83,Individual,Charged Off
15000.0,15000.0,60 months,14.27,351.13,10+ years,RENT,40800.0,Not Verified,medical,NJ,C,C2,712.0,13.84,Individual,Charged Off
30000.0,30000.0,36 months,16.29,1059.02,2 years,RENT,140000.0,Verified,debt_consolidation,NJ,D,D1,712.0,11.16,Individual,Fully Paid
2000.0,2000.0,36 months,11.71,66.16,10+ years,OWN,34500.0,Not Verified,credit_card,NM,B,B3,682.0,16.56,Individual,Fully Paid
6000.0,6000.0,36 months,6.03,182.62,10+ years,MORTGAGE,90000.0,Source Verified,car,NY,A,A1,807.0,7.08,Individual,Fully Paid
8000.0,8000.0,36 months,11.71,264.61,,MORTGAGE,86244.0,Verified,debt_consolidation,CA,B,B3,712.0,20.8,Individual,Fully Paid
22000.0,22000.0,60 months,14.27,514.99,5 years,MORTGAGE,85000.0,Verified,debt_consolidation,TX,C,C2,707.0,13.48,Individual,Fully Paid
4500.0,4500.0,36 months,7.9,140.81,10+ years,MORTGAGE,70000.0,Verified,debt_consolidation,CT,A,A4,712.0,23.34,Individual,Fully Paid
15000.0,15000.0,36 months,6.03,456.54,2 years,RENT,86400.0,Source Verified,car,CA,A,A1,772.0,1.4,Individual,Fully Paid
6450.0,6450.0,36 months,9.91,207.86,4 years,RENT,29361.0,Not Verified,moving,WA,B,B1,697.0,17.62,Individual,Charged Off
5000.0,5000.0,36 months,6.03,152.18,5 years,MORTGAGE,66100.0,Not Verified,debt_consolidation,NY,A,A1,762.0,20.95,Individual,Fully Paid
25000.0,25000.0,36 months,14.27,857.73,7 years,MORTGAGE,108000.0,Verified,debt_consolidation,MA,C,C2,707.0,14.59,Individual,Charged Off
2400.0,2400.0,36 months,13.49,81.44,3 years,RENT,90050.0,Verified,other,PA,C,C1,677.0,21.44,Individual,Fully Paid
12000.0,12000.0,36 months,6.62,368.45,10+ years,MORTGAGE,56000.0,Source Verified,credit_card,FL,A,A2,752.0,14.36,Individual,Fully Paid
10000.0,10000.0,36 months,11.71,330.76,6 years,MORTGAGE,80000.0,Not Verified,credit_card,TX,B,B3,692.0,15.51,Individual,Fully Paid
34000.0,34000.0,36 months,9.91,1095.65,4 years,MORTGAGE,160000.0,Verified,credit_card,TX,B,B1,757.0,23.61,Individual,Fully Paid
20000.0,20000.0,60 months,14.65,472.14,8 years,MORTGAGE,260000.0,Verified,debt_consolidation,CA,C,C3,732.0,4.4,Individual,Fully Paid
31700.0,31700.0,60 months,20.89,855.64,6 years,RENT,250000.0,Verified,debt_consolidation,NY,F,F1,712.0,17.62,Individual,Fully Paid
7500.0,7500.0,36 months,16.29,264.76,8 years,RENT,125000.0,Verified,debt_consolidation,CA,D,D1,667.0,2.25,Individual,Fully Paid
3800.0,3800.0,36 months,8.9,120.67,8 years,MORTGAGE,54000.0,Verified,car,FL,A,A5,707.0,15.82,Individual,Fully Paid
8000.0,8000.0,36 months,6.62,245.63,6 years,MORTGAGE,33000.0,Not Verified,debt_consolidation,IL,A,A2,737.0,25.31,Individual,Fully Paid
6000.0,6000.0,36 months,8.9,190.52,6 years,MORTGAGE,75000.0,Not Verified,medical,FL,A,A5,722.0,19.02,Individual,Fully Paid
6000.0,6000.0,36 months,10.65,195.44,6 years,MORTGAGE,59000.0,Not Verified,credit_card,IL,B,B2,687.0,12.33,Individual,Charged Off
8875.0,8875.0,36 months,6.62,272.5,4 years,RENT,26400.0,Verified,debt_consolidation,OH,A,A2,747.0,24.32,Individual,Fully Paid
3500.0,3500.0,36 months,7.9,109.52,5 years,RENT,30000.0,Not Verified,debt_consolidation,NC,A,A4,737.0,16.36,Individual,Fully Paid
35000.0,35000.0,60 months,19.42,916.03,2 years,RENT,250000.0,Verified,debt_consolidation,NY,E,E3,707.0,11.29,Individual,Fully Paid
35000.0,35000.0,36 months,8.9,1111.37,10+ years,RENT,230000.0,Verified,house,CO,A,A5,782.0,6.57,Individual,Fully Paid
27300.0,27300.0,60 months,21.67,748.89,10+ years,MORTGAGE,73440.0,Verified,credit_card,CO,F,F3,712.0,18.37,Individual,Fully Paid
31200.0,31200.0,60 months,12.42,700.67,5 years,MORTGAGE,129000.0,Verified,debt_consolidation,NY,B,B4,742.0,4.03,Individual,Fully Paid
4800.0,4800.0,36 months,6.03,146.1,,RENT,20400.0,Verified,debt_consolidation,TX,A,A1,762.0,19.24,Individual,Fully Paid
7000.0,7000.0,36 months,6.62,214.93,1 year,MORTGAGE,149400.0,Not Verified,car,TX,A,A2,742.0,9.94,Individual,Fully Paid
4200.0,4200.0,36 months,7.51,130.67,10+ years,RENT,52000.0,Source Verified,debt_consolidation,RI,A,A3,737.0,3.74,Individual,Fully Paid
3000.0,3000.0,36 months,12.69,100.64,5 years,RENT,42000.0,Not Verified,moving,NV,B,B5,682.0,16.54,Individual,Fully Paid
5875.0,5875.0,36 months,6.03,178.81,10+ years,MORTGAGE,62000.0,Not Verified,other,WA,A,A1,812.0,11.11,Individual,Fully Paid
17000.0,17000.0,36 months,7.51,528.89,2 years,MORTGAGE,70000.0,Source Verified,debt_consolidation,CA,A,A3,772.0,3.36,Individual,Fully Paid
35000.0,35000.0,60 months,11.71,773.44,4 years,OWN,90000.0,Verified,debt_consolidation,IL,B,B3,767.0,8.31,Individual,Fully Paid
2000.0,2000.0,36 months,12.69,67.09,1 year,RENT,48000.0,Not Verified,debt_consolidation,AL,B,B5,682.0,21.43,Individual,Charged Off
18000.0,18000.0,36 months,11.71,595.37,< 1 year,RENT,42480.0,Source Verified,debt_consolidation,AZ,B,B3,702.0,10.34,Individual,Charged Off
2000.0,2000.0,36 months,8.9,63.51,< 1 year,MORTGAGE,55000.0,Not Verified,small_business,AZ,A,A5,747.0,4.12,Individual,Fully Paid
7000.0,7000.0,36 months,9.91,225.58,5 years,MORTGAGE,156000.0,Verified,debt_consolidation,CA,B,B1,702.0,6.42,Individual,Fully Paid
35000.0,35000.0,60 months,12.42,786.01,4 years,RENT,100000.0,Verified,credit_card,NJ,B,B4,747.0,10.97,Individual,Fully Paid
15000.0,15000.0,60 months,10.65,323.53,3 years,MORTGAGE,100000.0,Source Verified,home_improvement,MA,B,B2,752.0,8.84,Individual,Fully Paid
15000.0,15000.0,36 months,6.03,456.54,< 1 year,MORTGAGE,100000.0,Verified,home_improvement,CA,A,A1,792.0,11.65,Individual,Fully Paid
15000.0,15000.0,60 months,18.25,382.95,5 years,MORTGAGE,55000.0,Verified,debt_consolidation,OH,D,D5,682.0,17.08,Individual,Fully Paid
22000.0,22000.0,60 months,12.69,497.09,1 year,MORTGAGE,115000.0,Verified,debt_consolidation,TX,B,B5,812.0,0.16,Individual,Fully Paid
